349	2	160	14	2
349	2	161	14	2
349	29	160	14	2
349	29	457	15	2
349	29	465	14	2
349	61	160	14	2
349	61	457	15	2
349	61	465	14	2
349	70	160	14	2
349	70	457	15	2
349	70	465	14	2
349	99	160	14	2
349	99	457	15	2
349	99	465	14	2
349	128	482	367	2
349	128	482	368	2
349	128	482	369	2
349	128	482	370	2
349	133	482	367	2
349	133	482	368	2
349	133	482	369	2
349	133	482	370	2
349	135	482	367	2
349	135	482	368	2
349	135	482	369	2
349	135	482	370	2
349	144	160	14	2
349	144	457	15	2
349	144	465	14	2
349	183	160	14	2
349	183	457	15	2
349	183	465	14	2
349	253	160	14	2
349	253	457	15	2
349	355	457	15	2
349	355	465	14	2
349	518	457	15	2
349	518	465	14	2
349	524	2187	15	2
349	524	2188	541	2
349	524	2189	569	2
349	524	2190	15	2
349	524	2191	616	2
349	524	2192	617	2
349	524	2193	616	2
349	524	2194	617	2
349	524	2195	596	2
349	524	2196	566	2
349	524	2197	608	2
349	524	2198	46	2
349	524	2199	600	2
349	524	2200	623	2
349	524	2201	591	2
349	524	2202	276	2
349	524	2203	597	2
349	524	2204	277	2
349	524	2205	603	2
349	524	2206	627	2
349	524	2207	610	2
349	524	2208	276	2
349	524	2209	594	2
349	524	2210	46	2
349	524	2211	592	2
349	524	2212	276	2
349	524	2213	595	2
349	524	2214	277	2
349	524	2215	607	2
349	524	2216	627	2
349	524	2217	615	2
349	524	2218	623	2
349	524	2219	610	2
349	524	2220	630	2
349	524	2221	584	2
349	524	2222	627	2
349	524	2223	541	2
349	524	2224	610	2
349	524	2225	566	2
349	524	2226	417	2
349	524	2227	635	2
349	791	482	367	2
349	791	482	368	2
349	791	482	369	2
349	791	482	370	2
349	793	482	367	2
349	793	482	368	2
349	793	482	369	2
349	793	482	370	2
349	795	482	367	2
349	795	482	368	2
349	795	482	369	2
349	795	482	370	2
349	797	482	367	2
349	797	482	368	2
349	797	482	369	2
349	797	482	370	2
349	799	482	367	2
349	799	482	368	2
349	799	482	369	2
349	799	482	370	2
349	801	482	367	2
349	801	482	368	2
349	801	482	369	2
349	801	482	370	2
349	803	482	367	2
349	803	482	368	2
349	803	482	369	2
349	803	482	370	2
349	805	482	367	2
349	805	482	368	2
349	805	482	369	2
349	805	482	370	2
349	807	482	367	2
