349	00193336	F
349	00193370	F
349	00193392	F
349	00193398	F
349	00193402	F
349	00193404	F
349	00193496	F
349	00193497	F
349	00193556	F
349	00193819	F
349	00193820	F
349	00193845	F
349	00193851	F
349	00193852	F
349	00193853	F
349	00193854	F
349	00195271	F
349	00198533	F
349	00198534	F
349	00205112	F
349	00205360	F
349	00205829	F
349	00206250	F
349	00206328	F
349	00207095	F
349	00207097	F
349	00207105	F
349	00207127	F
349	00208096	F
349	00208097	F
349	00210191	F
349	00210192	F
349	00211181	F
349	00211200	F
349	00211728	F
349	00211729	F
349	00212642	F
349	00212643	F
349	00212657	F
349	00212659	F
349	00213864	F
349	00214066	F
349	00215601	F
349	00215974	F
349	00217097	F
349	00217152	F
349	00217203	F
349	00218702	F
349	00218703	F
349	00221243	F
349	00221244	F
349	00221249	F
349	00221287	F
349	00222800	F
349	00223009	F
349	00225392	F
349	00225462	F
349	00226105	F
349	00226201	F
349	00228923	F
349	00228924	F
349	00228927	F
349	00228928	F
349	00228929	F
349	00228931	F
349	00228932	F
349	00228937	F
349	00228938	F
349	00228940	F
349	00228943	F
349	00228944	F
349	00228945	F
349	00229014	F
349	00229015	F
349	00229066	F
349	00229971	F
349	00230023	F
349	00230814	F
349	00230928	F
349	00231614	F
349	00231615	F
349	00231616	F
349	00231617	F
349	00231631	F
349	00231632	F
349	00231648	F
349	00277531	F
349	00277532	F
349	00277533	F
349	00284366	F
349	00284370	F
349	00284374	F
349	00286293	F
349	00286664	F
349	00286744	F
349	00286785	F
349	00287100	F
349	00289631	F
349	00289861	F
349	00290847	F
349	00291329	F
349	00297979	F
349	00297981	F
349	00298054	F
349	00306735	F
349	00306736	F
349	00307067	F
349	00318644	F
349	00318667	F
349	00318822	F
349	00318904	F
349	00318945	F
349	00319007	F
349	00495843	F
349	00496082	F
349	00496083	F
349	00504999	F
349	00505894	F
349	00505930	F
349	00509903	F
349	00509912	F
349	00511151	F
