349	2	282	154	3	155
349	4	449	154	3	155
349	4	450	154	3	155
349	4	451	154	3	155
349	29	467	154	3	155
349	29	468	154	3	155
349	29	469	154	3	155
349	61	449	154	3	155
349	61	450	154	3	155
349	61	451	154	3	155
349	61	467	154	3	155
349	61	468	154	3	155
349	61	469	154	3	155
349	70	449	154	3	155
349	70	450	154	3	155
349	70	451	154	3	155
349	70	467	154	3	155
349	70	468	154	3	155
349	70	469	154	3	155
349	99	449	154	3	155
349	99	450	154	3	155
349	99	451	154	3	155
349	99	467	154	3	155
349	99	468	154	3	155
349	99	469	154	3	155
349	144	1029	154	3	467
349	183	1089	154	3	155
349	248	467	154	3	155
349	248	468	154	3	155
349	248	469	154	3	155
349	253	467	154	3	155
349	253	468	154	3	155
349	253	469	154	3	155
349	253	1153	154	3	470
349	253	1154	154	3	470
349	262	1179	154	3	155
349	287	1251	154	3	155
349	292	282	154	3	155
349	292	1388	154	3	155
349	292	1389	154	3	155
349	292	1390	154	3	155
349	355	1153	154	3	470
349	355	1154	154	3	470
349	355	1459	154	3	1376
349	355	1460	154	3	1376
349	355	1838	154	3	155
349	355	1839	154	3	155
349	355	1840	154	3	155
349	355	1841	154	3	155
349	355	1842	154	3	155
349	355	1843	154	3	155
349	355	1844	154	3	155
349	355	1845	154	3	470
349	355	1853	154	3	470
349	355	1854	154	3	470
349	518	1459	154	3	1376
349	518	1460	154	3	1376
349	518	1838	154	3	155
349	518	1839	154	3	155
349	518	1840	154	3	155
349	518	1841	154	3	155
349	518	1842	154	3	155
349	518	1843	154	3	155
349	518	1844	154	3	155
349	518	1845	154	3	470
349	518	1871	154	3	1376
349	524	282	154	3	155
349	524	1388	154	3	155
349	524	1389	154	3	155
349	524	1390	154	3	155
349	733	282	154	3	155
349	733	1251	154	3	155
349	733	1388	154	3	155
349	733	1389	154	3	155
349	733	1390	154	3	155
349	733	2229	467	1	154
349	733	2229	1376	1	154
349	733	2229	1381	1	154
349	733	2229	1382	1	154
349	733	2229	1383	1	154
349	733	2229	1384	1	154
349	733	2229	1385	1	154
349	733	2229	1386	1	154
349	733	2229	1387	1	154
349	733	2229	1388	1	154
349	733	2229	1389	1	154
349	733	2380	154	3	155
349	767	2740	154	3	155
349	1267	2743	154	3	155
349	1267	2744	154	3	155
349	1267	2745	154	3	155
349	1267	2746	154	3	155
349	1267	2747	154	3	155
349	1267	2749	154	3	155
349	1267	2750	154	3	155
349	1267	2752	154	3	155
349	1267	2753	154	3	155
349	1267	2755	154	3	155
349	1267	2756	154	3	155
349	1267	2758	154	3	155
349	1267	2759	154	3	155
349	1267	2760	154	3	155
349	1267	2761	154	3	155
349	1267	2762	154	3	155
349	1267	2763	154	3	155
349	1267	2764	154	3	155
349	1267	2765	154	3	155
349	1267	2766	154	3	155
349	1267	2767	154	3	155
349	1267	2768	154	3	155
349	1267	2769	154	3	155
