349	282	154	3	155	1	1
349	449	154	3	155	1	2
349	450	154	3	155	1	3
349	451	154	3	155	1	4
349	467	154	3	155	1	5
349	468	154	3	155	1	6
349	469	154	3	155	1	7
349	1029	154	3	467	1	8
349	1089	154	3	155	1	9
349	1153	154	3	470	1	10
349	1154	154	3	470	1	11
349	1179	154	3	155	1	12
349	1251	154	3	155	1	13
349	1388	154	3	155	1	14
349	1389	154	3	155	1	15
349	1390	154	3	155	1	16
349	1459	154	3	1376	1	17
349	1460	154	3	1376	1	18
349	1838	154	3	155	1	19
349	1839	154	3	155	1	20
349	1840	154	3	155	1	21
349	1841	154	3	155	1	22
349	1842	154	3	155	1	23
349	1843	154	3	155	1	24
349	1844	154	3	155	1	25
349	1845	154	3	470	1	26
349	1853	154	3	470	1	27
349	1854	154	3	470	1	28
349	1871	154	3	1376	1	29
349	2229	467	1	154	4	33
349	2229	1376	1	154	1	30
349	2229	1381	1	154	2	31
349	2229	1382	1	154	3	32
349	2229	1383	1	154	5	34
349	2229	1384	1	154	6	35
349	2229	1385	1	154	7	36
349	2229	1386	1	154	8	37
349	2229	1387	1	154	9	38
349	2229	1388	1	154	10	39
349	2229	1389	1	154	11	40
349	2380	154	3	155	1	41
349	2740	154	3	155	1	42
349	2743	154	3	155	1	43
349	2744	154	3	155	1	44
349	2745	154	3	155	1	45
349	2746	154	3	155	1	46
349	2747	154	3	155	1	47
349	2749	154	3	155	1	48
349	2750	154	3	155	1	49
349	2752	154	3	155	1	50
349	2753	154	3	155	1	51
349	2755	154	3	155	1	52
349	2756	154	3	155	1	53
349	2758	154	3	155	1	54
349	2759	154	3	155	1	55
349	2760	154	3	155	1	56
349	2761	154	3	155	1	57
349	2762	154	3	155	1	58
349	2763	154	3	155	1	59
349	2764	154	3	155	1	60
349	2765	154	3	155	1	61
349	2766	154	3	155	1	62
349	2767	154	3	155	1	63
349	2768	154	3	155	1	64
349	2769	154	3	155	1	65
349	2771	154	3	155	1	66
349	2772	154	3	155	1	67
349	2773	154	3	155	1	68
349	2775	154	3	155	1	69
349	2777	154	3	155	1	70
349	2778	154	3	155	1	71
349	2779	154	3	155	1	72
349	2781	154	3	155	1	73
349	2782	154	3	155	1	74
349	2783	154	3	155	1	75
349	2784	154	3	155	1	76
349	2785	154	3	155	1	77
349	2786	154	3	155	1	78
349	2788	154	3	155	1	79
349	2789	154	3	155	1	80
349	2791	154	3	155	1	81
349	2793	154	3	155	1	82
349	2794	154	3	155	1	83
349	2795	154	3	155	1	84
349	2797	154	3	155	1	85
349	2798	154	3	155	1	86
349	2800	154	3	155	1	87
349	2802	154	3	155	1	88
349	2803	154	3	155	1	89
349	2805	154	3	155	1	90
349	2806	154	3	155	1	91
349	2807	154	3	155	1	92
349	2809	154	3	155	1	93
349	2810	154	3	155	1	94
349	2811	154	3	155	1	95
349	2813	154	3	155	1	96
349	2814	154	3	155	1	97
349	2815	154	3	155	1	98
349	2816	154	3	155	1	99
349	2817	154	3	155	1	100
349	2818	154	3	155	1	101
349	2819	154	3	155	1	102
349	2820	154	3	155	1	103
349	2821	154	3	155	1	104
349	2822	154	3	155	1	105
349	2823	154	3	155	1	106
349	2824	154	3	155	1	107
349	2825	154	3	155	1	108
349	2826	154	3	155	1	109
349	2827	154	3	155	1	110
349	2828	154	3	155	1	111
349	2829	154	3	155	1	112
349	2830	154	3	155	1	113
349	2832	154	3	155	1	114
349	2833	154	3	155	1	115
349	2834	154	3	155	1	116
349	2835	154	3	155	1	117
349	2837	154	3	155	1	118
349	2838	154	3	155	1	119
349	2839	154	3	155	1	120
349	2840	154	3	155	1	121
349	2841	154	3	155	1	122
349	2842	154	3	155	1	123
349	2843	154	3	155	1	124
349	2844	154	3	155	1	125
349	2845	154	3	155	1	126
349	2847	154	3	155	1	127
349	2850	154	3	155	1	128
349	2851	154	3	155	1	129
349	2853	154	3	155	1	130
349	2854	154	3	155	1	131
349	2855	154	3	155	1	132
349	4095	154	3	2650	1	133
349	4096	154	3	2650	1	134
349	4097	154	3	2650	1	135
349	4098	154	3	2650	1	136
349	4099	154	3	2650	1	137
349	4103	154	3	2650	1	138
349	4104	154	3	2650	1	139
349	4105	154	3	2650	1	140
349	4106	154	3	2650	1	141
349	4107	154	3	2650	1	142
349	4108	154	3	2650	1	143
349	4109	154	3	2650	1	144
349	4110	154	3	2650	1	145
349	4114	154	3	2650	1	146
349	4115	154	3	2650	1	147
349	4116	154	3	2650	1	148
349	4121	154	3	470	1	149
349	4123	154	3	470	1	150
349	4127	154	3	470	1	151
349	4129	154	3	470	1	152
349	4132	154	3	470	1	153
349	4137	154	3	470	1	154
349	4140	154	3	470	1	155
349	4145	2669	3	470	1	156
349	4148	154	3	155	1	157
349	4149	154	3	155	1	158
349	4150	154	3	155	1	159
349	4151	154	3	155	1	160
349	4152	154	3	470	1	161
349	4153	154	3	470	1	162
349	4745	154	3	155	1	163
349	4747	154	3	155	1	164
