349	8		12	0	___,___,___,___
349	69		1	0	_
349	70		1	0	_
349	71		1	0	_
349	72		1	0	_
349	73		1	0	_
349	74		1	0	_
349	75		1	0	_
349	76		1	0	_
349	77		1	0	_
349	78		1	0	_
349	79		1	0	_
349	80		1	0	_
349	81		1	0	_
349	82		1	0	_
349	83		1	0	_
349	84		1	0	_
349	85		1	0	_
349	86		1	0	_
349	87		1	0	_
349	88		1	0	_
349	89		1	0	_
349	90		1	0	_
349	91		1	0	_
349	92		1	0	_
349	93		1	0	_
349	94		1	0	_
349	95		1	0	_
349	96		1	0	_
349	97		1	0	_
349	98		1	0	_
349	99		1	0	_
349	100		1	0	_
349	101		1	0	_
349	102		1	0	_
349	103		1	0	_
349	104		1	0	_
349	105		1	0	_
349	106		1	0	_
349	107		1	0	_
349	108		1	0	_
349	109		1	0	_
349	110		1	0	_
349	111		1	0	_
349	112		1	0	_
349	113		1	0	_
349	114		1	0	_
349	115		1	0	_
349	116		2	0	__
349	117		2	0	__
349	118		2	0	__
349	119		2	0	__
349	120		2	0	__
349	121		2	0	__
349	122		2	0	__
349	123		2	0	__
349	124		2	0	__
349	125		2	0	__
349	126		2	0	__
349	127		2	0	__
349	128		2	0	__
349	129		2	0	__
349	130		2	0	__
349	131		2	0	__
349	132		2	0	__
349	133		2	0	__
349	134		2	0	__
349	136		1	0	_
349	137		1	0	_
349	138		1	0	_
349	139		1	0	_
349	140		1	0	_
349	141		1	0	_
349	142		1	0	_
349	144		1	0	_
349	145		1	0	_
349	148		1	0	_
349	149		1	0	_
349	211		1	0	_
349	212		1	0	_
349	213		1	0	_
349	214		1	0	_
349	215		1	0	_
349	216		1	0	_
349	217		1	0	_
349	218		1	0	_
349	219		1	0	_
349	250		1	0	_
349	251		1	0	_
349	252		1	0	_
349	253		1	0	_
349	256		2	0	__
349	257		2	0	__
349	258		2	0	__
349	259		2	0	__
349	260		2	0	__
349	261		2	0	__
349	262		2	0	__
349	263		2	0	__
349	264		2	0	__
349	265		2	0	__
349	266		2	0	__
349	267		2	0	__
349	268		2	0	__
349	269		2	0	__
349	270		2	0	__
349	271		2	0	__
349	272		2	0	__
349	273		2	0	__
349	282		2	0	__
349	283		2	0	__
349	291		13	3	_,___,___,___.___
349	357		2	0	__
349	358		2	0	__
349	359		2	0	__
349	360		2	0	__
349	361		2	0	__
349	362		2	0	__
349	375		1	0	_
349	449		3	0	___
349	450		3	0	___
349	451		3	0	___
349	456		2	0	__
349	467		3	0	___
349	468		3	0	___
349	469		3	0	___
349	480		10	0	-_,___,___,___
349	481		10	0	-_,___,___,___
349	732		1	0	_
349	733		1	0	_
349	734		1	0	_
349	735		2	0	__
349	736		1	0	_
349	799		15	0	___,___,___,___,___
349	800		15	0	___,___,___,___,___
349	801		15	0	___,___,___,___,___
349	802		15	0	___,___,___,___,___
349	803		15	0	___,___,___,___,___
349	804		15	0	___,___,___,___,___
349	805		15	0	___,___,___,___,___
349	806		2	0	__
349	807		2	0	__
349	808		2	0	__
349	809		2	0	__
349	810		2	0	__
349	811		2	0	__
349	813		4	0	_,___
349	814		4	0	_,___
349	815		4	0	_,___
349	816		4	0	_,___
349	817		4	0	_,___
349	818		4	0	_,___
349	819		4	0	_,___
349	820		4	0	_,___
349	821		4	0	_,___
349	822		4	0	_,___
349	823		4	0	_,___
349	824		4	0	_,___
349	825		4	0	_,___
349	826		4	0	_,___
349	827		4	0	_,___
349	828		4	0	_,___
349	832		3	0	___
349	833		3	0	___
349	834		3	0	___
349	835		3	0	___
349	905		3	0	___
349	906		3	0	___
349	913		3	0	___
349	914		3	0	___
349	915		3	0	___
349	916		3	0	___
349	917		3	0	___
349	918		3	0	___
349	919		3	0	___
349	920		3	0	___
349	921		3	0	___
349	922		3	0	___
349	923		3	0	___
349	972		1	0	_
349	973		1	0	_
349	974		1	0	_
349	975		1	0	_
349	976		1	0	_
349	977		1	0	_
349	978		1	0	_
349	979		1	0	_
349	980		1	0	_
