349	1	00193496
349	3	00195271
349	139	00193398
349	247	00193370
349	261	00193392
349	286	00193402
349	291	00193404
349	356	00193851
349	379	00193852
349	403	00193853
349	425	00193854
349	452	00198533
349	473	00205112
349	496	00206328
349	523	00207097
349	528	00208097
349	544	00210192
349	566	00211200
349	587	00212642
349	608	00212643
349	629	00214066
349	652	00217152
349	683	00221243
349	704	00221244
349	732	00225462
349	769	00226105
349	815	00228923
349	818	00228927
349	819	00228928
349	820	00228929
349	821	00228931
349	822	00228932
349	824	00228937
349	825	00228938
349	826	00228940
349	827	00228943
349	828	00228945
349	829	00228944
349	830	00228924
349	831	00229014
349	852	00229015
349	853	00230023
349	874	00230814
349	875	00231616
349	897	00231617
349	918	00231631
349	919	00231632
349	920	00231648
349	922	00277532
349	943	00277531
349	945	00284370
349	966	00284374
349	968	00286664
349	989	00286785
349	991	00287100
349	1060	00289861
349	1082	00291329
349	1104	00297979
349	1106	00297981
349	1127	00298054
349	1129	00306736
349	1150	00306735
349	1152	00318667
349	1173	00318904
349	1194	00318945
349	1195	00319007
349	1198	00496082
349	1219	00496083
349	1221	00505930
349	1242	00505894
349	1243	00509912
349	1266	00193556
349	1268	00193336
349	1323	00193497
349	1367	00193819
349	1397	00193820
349	1419	00193845
349	1449	00198534
349	1480	00205360
349	1535	00206250
349	1578	00207095
349	1584	00208096
349	1601	00210191
349	1624	00211181
349	1660	00212657
349	1685	00212659
349	1724	00213864
349	1749	00215974
349	1778	00217097
349	1799	00217203
349	1828	00221287
349	1897	00221249
349	1932	00225392
349	2042	00226201
349	2067	00229066
349	2095	00229971
349	2162	00231614
349	2184	00231615
349	2210	00277533
349	2238	00284366
349	2283	00286293
349	2312	00286744
349	2430	00289631
349	2458	00290847
349	2482	00307067
349	2511	00318644
349	2537	00318822
349	2581	00495843
349	2605	00504999
349	2661	00509903
349	2795	00205829
349	2894	00207105
349	2898	00207127
349	2913	00211728
349	2920	00211729
349	2943	00218702
349	2964	00218703
349	2986	00222800
349	3018	00223009
349	3067	00215601
349	3159	00230928
349	3247	00511151
