349	1	1	20	1	2
349	1	2	6	1	2
349	1	3	8	1	2
349	1	4	9	1	2
349	1	5	10	1	2
349	1	6	104	1	2
349	1	7	101	1	2
349	1	8	7	1	2
349	1	9	15	1	2
349	1	29	102	1	2
349	1	30	3	1	2
349	1	31	10	1	2
349	1	32	10	2	2
349	1	33	8	1	2
349	1	34	20	1	2
349	1	35	103	1	2
349	1	36	105	1	2
349	1	37	108	1	2
349	1	38	20	1	2
349	1	39	22	1	2
349	1	40	8	1	2
349	1	41	6	1	2
349	1	42	22	1	2
349	1	45	3	1	2
349	1	46	9	1	2
349	1	47	14	1	2
349	1	48	3	1	2
349	1	49	6	1	2
349	1	50	8	1	2
349	1	51	200	1	2
349	1	52	205	1	2
349	1	53	300	1	2
349	1	54	16	1	2
349	1	55	16	2	2
349	1	56	6	1	2
349	1	57	8	1	2
349	1	66	21	1	2
349	1	67	9	1	2
349	1	68	10	1	2
349	1	69	20	1	2
349	1	70	20	2	2
349	1	71	100	1	2
349	1	72	350	1	2
349	1	73	21	1	2
349	1	74	11	1	2
349	1	75	12	1	2
349	1	76	100	1	2
349	1	77	401	1	2
349	1	78	400	1	2
349	1	79	100	1	2
349	1	80	1	1	2
349	1	81	2	1	2
349	1	82	6	1	2
349	1	83	13	1	2
349	1	84	14	1	2
349	1	85	205	1	2
349	1	86	8	1	2
349	1	87	370	1	2
349	1	88	21	1	2
349	1	89	13	1	2
349	1	90	4	1	2
349	1	91	4	2	2
349	1	94	400	1	2
349	1	95	9	1	2
349	1	96	14	1	2
349	1	97	14	2	2
349	1	98	14	3	2
349	1	99	14	4	2
349	1	100	8	1	2
349	1	101	8	2	2
349	1	102	8	3	2
349	1	103	400	1	2
349	1	104	6	1	2
349	1	105	20	1	2
349	1	106	8	1	2
349	1	107	8	2	2
349	1	108	8	3	2
349	1	109	3	1	2
349	1	110	9	1	2
349	1	111	13	1	2
349	1	112	8	1	2
349	1	113	4	1	2
349	1	114	4	2	2
349	1	115	4	3	2
349	1	116	4	4	2
349	1	117	4	5	2
349	1	118	4	6	2
349	1	119	4	7	2
349	1	120	4	8	2
349	1	121	4	9	2
349	1	122	4	10	2
349	1	123	4	11	2
349	1	124	4	12	2
349	1	125	360	1	2
349	1	126	400	1	2
349	1	127	100	1	2
349	1	128	12	1	2
349	1	129	380	1	2
349	1	130	6	1	2
349	1	131	410	1	2
349	1	132	8	1	2
349	1	133	8	2	2
349	1	134	6	1	2
349	1	135	6	2	2
349	1	136	6	3	2
349	1	137	415	1	2
349	1	138	420	1	2
349	1	139	8	1	2
349	1	140	6	1	2
349	1	141	410	1	2
349	1	142	310	1	2
349	1	143	451	1	2
349	1	144	452	1	2
349	1	145	453	1	2
349	1	146	454	1	2
349	1	147	455	1	2
349	1	148	456	1	2
349	1	149	459	1	2
349	1	150	457	1	2
349	1	151	458	1	2
349	1	152	8	1	2
349	1	153	9020	1	2
349	1	154	9000	1	2
349	1	155	9010	1	2
349	1	156	460	1	2
349	1	157	461	1	2
349	1	158	462	1	2
349	1	159	420	1	2
349	1	160	500	1	2
349	3	390	1	1	2
349	3	424	2	1	2
349	60	651	1	1	2
349	139	730	3	1	2
349	139	742	6	1	2
349	139	743	1	1	2
349	139	744	7	1	2
349	139	790	1	1	2
349	139	791	2	1	2
349	139	792	1	1	2
349	139	793	9	1	2
349	139	794	8	1	2
349	139	795	4	1	2
349	139	796	5	1	2
349	139	797	12	1	2
349	139	798	12	2	2
349	139	799	12	3	2
349	139	800	12	4	2
349	139	801	12	5	2
349	139	802	12	6	2
349	139	803	12	7	2
349	139	804	13	1	2
349	139	805	13	2	2
349	139	806	13	3	2
349	139	807	13	4	2
349	139	808	13	5	2
349	139	809	13	6	2
349	139	810	14	1	2
349	139	811	12	1	2
349	139	812	10	1	2
349	139	813	10	2	2
349	139	814	11	1	2
349	143	1539	1	1	2
349	143	1540	2	1	2
349	143	1541	3	1	2
349	143	1542	4	1	2
349	143	1543	7	1	2
349	143	1544	9	1	2
349	143	1545	6	1	2
349	143	1546	8	1	2
349	143	1547	10	1	2
349	143	1548	5	1	2
349	143	1549	12	1	2
349	143	1550	11	1	2
349	143	1551	2	1	2
349	143	1552	4	1	2
349	143	1553	3	1	2
349	143	1554	4	1	2
