349	10	11	5022	2	113	5	e0
349	10	11	5027	2	138	1	e0
349	10	11	5032	2	71	5	e0
349	10	11	5034	2	104	5	e0
349	10	11	5437	2	85	5	e0
349	10	11	5438	2	86	5	e0
349	10	11	5439	2	109	5	e0
349	10	11	5463	2	118	5	e0
349	10	11	5502	2	119	5	e0
349	10	11	5503	2	91	5	e0
349	10	11	5504	2	92	5	e0
349	10	11	5505	2	93	5	e0
349	10	11	5506	2	94	5	e0
349	10	11	5507	2	108	5	e0
349	10	11	5508	2	84	5	e0
349	10	11	5509	2	102	5	e0
349	10	11	5564	1359	119	1	e0
349	10	11	5566	1366	119	1	e0
349	10	11	5760	2	105	5	e0
349	10	11	5783	2	60	5	e0
349	10	11	5791	2	41	12	e0
349	10	11	5793	2	65	12	e0
349	10	11	5860	2	28	5	e0
349	10	11	5861	2	30	5	e0
349	10	11	5863	2	32	5	e0
349	10	11	5865	2	34	5	e0
349	10	11	5892	2	61	5	e0
349	10	11	5933	1581	119	1	e0
349	10	11	6180	2	138	5	e0
349	10	11	6234	1359	71	5	e0
349	10	11	6235	2	72	5	e0
349	10	11	6236	1359	72	5	e0
349	10	11	6237	2	73	5	e0
349	10	11	6238	1359	73	5	e0
349	10	11	6239	2	74	5	e0
349	10	11	6240	1359	74	5	e0
349	10	11	6241	2	75	5	e0
349	10	11	6242	1359	75	5	e0
349	10	11	6243	2	76	5	e0
349	10	11	6244	1366	76	5	e0
349	10	11	6245	2	77	5	e0
349	10	11	6246	1366	77	5	e0
349	10	11	6247	2	78	5	e0
349	10	11	6248	1366	78	5	e0
349	10	11	6249	2	79	5	e0
349	10	11	6250	1366	79	5	e0
349	10	11	6251	2	80	5	e0
349	10	11	6252	1366	80	5	e0
349	10	11	6253	2	81	5	e0
349	10	11	6254	1366	81	5	e0
349	10	11	6255	1359	85	5	e0
349	10	11	6256	2	100	5	e0
349	10	11	6257	1359	100	5	e0
349	10	11	6258	2	101	5	e0
349	10	11	6259	1359	101	5	e0
349	10	11	6260	1359	86	5	e0
349	10	11	6261	2	87	5	e0
349	10	11	6262	1359	87	5	e0
349	10	11	6263	2	89	5	e0
349	10	11	6264	1359	89	5	e0
349	10	11	6265	2	90	5	e0
