349	1	1	2881	1
349	1	1	2882	2
349	1	1	2886	3
349	1	1	2897	4
349	1	1	2903	13
349	1	1	2906	18
349	1	1	2940	19
349	1	1	2943	5
349	1	1	2945	6
349	1	1	2947	7
349	1	1	2952	15
349	1	1	2953	14
349	1	1	2955	8
349	1	1	2958	30
349	1	1	2959	31
349	1	1	2961	16
349	1	1	2978	17
349	1	1	2979	9
349	1	1	2996	10
349	1	1	2998	11
349	1	1	3005	12
349	1	1	3011	20
349	1	1	3017	25
349	1	1	3023	21
349	1	1	3025	22
349	1	1	3026	24
349	1	1	3030	23
349	1	1	3034	26
349	1	1	3035	27
349	1	1	3036	28
349	1	1	3037	29
349	1	1	3040	32
349	1	1	3041	33
349	1	1	3042	34
349	1	1	3045	35
349	1	1	3046	36
349	1	1	3066	37
349	1	1	3068	38
349	1	1	3069	39
349	1	1	3070	40
349	1	1	3071	41
349	1	1	3072	42
349	1	1	3074	43
349	1	1	3075	44
349	1	1	3077	45
