349	1	2	0
349	3	4	0
349	28	29	0
349	60	61	0
349	69	70	0
349	98	99	0
349	125	126	0
349	127	128	0
349	129	130	0
349	132	133	0
349	134	135	0
349	139	140	0
349	143	144	0
349	182	183	0
349	184	185	0
349	247	248	0
349	252	253	0
349	255	253	0
349	255	256	0
349	257	258	0
349	259	260	0
349	261	262	0
349	272	273	0
349	274	273	0
349	275	276	0
349	282	283	0
349	284	283	0
349	285	283	0
349	286	287	0
349	291	292	0
349	354	355	0
349	356	292	0
349	379	292	0
349	403	292	0
349	425	292	0
349	452	292	0
349	473	292	0
349	496	292	0
349	517	518	0
349	523	524	0
349	525	526	0
349	528	292	0
349	544	292	0
349	566	292	0
349	587	292	0
349	608	292	0
349	629	292	0
349	652	292	0
349	683	292	0
349	704	292	0
349	732	733	0
349	766	767	0
349	766	768	0
349	769	292	0
349	790	791	0
349	792	793	0
349	794	795	0
349	796	797	0
349	798	799	0
349	800	801	0
349	802	803	0
349	804	805	0
349	806	807	0
349	808	809	0
349	810	811	0
349	812	813	0
349	815	733	0
349	818	733	0
349	819	733	0
349	820	733	0
349	821	733	0
349	822	733	0
349	824	733	0
349	825	733	0
349	826	733	0
349	827	733	0
349	828	733	0
349	829	733	0
349	830	733	0
349	831	292	0
349	852	733	0
349	853	292	0
349	874	733	0
349	875	733	0
349	897	733	0
349	918	292	0
349	919	292	0
349	920	292	0
349	922	292	0
349	943	733	0
349	945	292	0
349	966	733	0
349	968	733	0
349	989	292	0
349	991	733	0
349	1014	1015	0
349	1016	1017	0
349	1018	1019	0
349	1020	1021	0
349	1022	1015	0
349	1023	1017	0
349	1024	1019	0
349	1025	1021	0
349	1026	1027	0
349	1028	1029	0
349	1030	1031	0
349	1032	1033	0
349	1036	1037	0
349	1038	1039	0
349	1040	1041	0
349	1042	1043	0
349	1044	1045	0
349	1046	1047	0
349	1048	1049	0
349	1050	1051	0
349	1052	1053	0
349	1054	1055	0
349	1056	1057	0
349	1058	1059	0
349	1060	733	0
349	1082	292	0
349	1104	292	0
349	1106	292	0
349	1127	733	0
349	1129	292	0
349	1150	733	0
349	1152	733	0
349	1173	292	0
349	1194	733	0
349	1195	292	0
349	1198	292	0
349	1219	733	0
349	1221	733	0
349	1242	292	0
349	1243	733	0
349	1266	1267	0
349	1268	1269	0
349	1323	1269	0
349	1358	1359	0
349	1358	1360	0
349	1358	1361	0
349	1358	1362	0
349	1358	1363	0
349	1358	1364	0
349	1358	1365	0
349	1358	1366	0
349	1367	1269	0
349	1397	1269	0
349	1419	1269	0
349	1449	1269	0
349	1480	1269	0
349	1535	1269	0
349	1578	1579	0
349	1580	1581	0
349	1584	1269	0
349	1601	1269	0
349	1624	1269	0
349	1660	1269	0
349	1685	1269	0
349	1724	1269	0
349	1749	1269	0
349	1778	1269	0
349	1799	1269	0
349	1828	1269	0
349	1897	1269	0
349	1932	1269	0
349	1978	1979	0
349	1980	1981	0
349	1982	1983	0
349	1984	1985	0
349	1986	1987	0
349	1988	1989	0
349	1990	1991	0
349	1992	1993	0
349	1994	1995	0
349	1996	1997	0
349	1998	1999	0
349	2000	2001	0
349	2002	2003	0
349	2004	2005	0
349	2006	2007	0
349	2008	2009	0
349	2010	2011	0
349	2012	2013	0
349	2014	2015	0
349	2016	2017	0
349	2018	2019	0
349	2020	2021	0
349	2022	2023	0
349	2024	2025	0
349	2026	2027	0
349	2028	2029	0
349	2030	2031	0
349	2032	2033	0
349	2034	2035	0
349	2036	2037	0
349	2038	2039	0
349	2040	2041	0
349	2042	1269	0
349	2067	1269	0
349	2095	1269	0
349	2162	1269	0
349	2184	1269	0
349	2210	1269	0
349	2238	1269	0
349	2283	1269	0
349	2312	1269	0
349	2338	2339	0
349	2340	2341	0
349	2342	2343	0
349	2344	2345	0
349	2346	2347	0
349	2348	2349	0
349	2350	2351	0
349	2352	2353	0
349	2354	2355	0
349	2356	2357	0
349	2358	2359	0
349	2360	2361	0
349	2362	2363	0
349	2364	2365	0
349	2366	2367	0
349	2368	2369	0
349	2370	2371	0
349	2372	2373	0
349	2374	2375	0
349	2376	2377	0
349	2378	2379	0
349	2380	2381	0
349	2382	2383	0
349	2384	2385	0
349	2386	2387	0
349	2388	2389	0
349	2390	2391	0
349	2392	2393	0
349	2394	2395	0
349	2396	2397	0
349	2398	2399	0
349	2400	2401	0
349	2402	2403	0
349	2404	2405	0
349	2406	2407	0
349	2408	2409	0
349	2410	2411	0
349	2412	2413	0
349	2414	2415	0
349	2416	2417	0
349	2418	2419	0
349	2420	2421	0
349	2422	2423	0
349	2424	2425	0
349	2426	2427	0
349	2428	2429	0
349	2430	1269	0
349	2458	1269	0
349	2482	1269	0
349	2511	1269	0
349	2537	1269	0
349	2581	1269	0
349	2605	1269	0
349	2661	1269	0
349	2795	2796	0
349	2881	2882	0
349	2894	2895	0
349	2896	2897	0
349	2898	2899	0
349	2900	2901	0
349	2913	2914	0
349	2916	2917	0
349	2920	2921	0
349	2943	2921	0
349	2964	2921	0
349	2986	2921	0
349	3018	2921	0
349	3067	3068	0
349	3079	3080	0
349	3111	3112	0
349	3113	3112	0
349	3114	3112	0
349	3115	3112	0
349	3116	3112	0
349	3159	3160	0
349	3161	3162	0
349	3247	3248	0
349	3274	3275	0
349	3276	3275	0
349	3279	3275	0
349	3281	3275	0
349	3283	3275	0
349	3284	3275	0
349	3285	3275	0
349	3286	3275	0
349	3287	3275	0
349	3288	3275	0
349	3289	3275	0
349	3290	3275	0
349	3291	3275	0
349	3292	3275	0
349	3294	3275	0
349	3300	3275	0
349	3302	3275	0
349	3313	3275	0
349	3314	3275	0
349	3322	3275	0
349	3324	3275	0
349	3328	3275	0
349	3330	3275	0
349	3337	3275	0
