7	1	1	1	207	0	2	3
7	1	1	2	85	1580	2	4
7	1	1	3	85	1579	1	4
7	1	2	1	207	0	2	3
7	1	2	2	85	1581	1	4
7	1	2	3	85	1579	2	4
7	1	3	1	171	5	2	0
7	1	3	2	164	9	3	4
7	1	3	3	85	1579	2	4
7	1	3	4	164	60	5	6
7	1	3	5	85	1580	3	4
7	1	3	6	164	71	7	0
7	1	3	7	85	1581	1	4
7	1	4	1	207	0	2	3
7	1	4	2	85	1580	2	4
7	1	4	3	85	1579	1	4
7	1	5	1	171	6	2	0
7	1	5	2	164	12	3	4
7	1	5	3	85	1579	1	4
7	1	5	4	164	60	5	0
7	1	5	5	85	1580	2	4
7	1	6	1	207	0	2	3
7	1	6	2	85	1580	2	4
7	1	6	3	85	1579	1	4
7	1	7	1	171	7	2	0
7	1	7	2	164	16	3	4
7	1	7	3	85	1579	1	4
7	1	7	4	164	70	5	0
7	1	7	5	85	1580	2	4
7	1	8	1	207	0	2	3
7	1	8	2	85	1580	2	4
7	1	8	3	85	1579	1	4
7	1	9	1	171	8	2	0
7	1	9	2	164	19	3	4
7	1	9	3	85	1579	1	4
7	1	9	4	164	70	5	0
7	1	9	5	85	1580	2	4
7	1	10	1	207	0	2	3
7	1	10	2	85	1580	2	4
7	1	10	3	85	1579	1	4
7	1	11	1	207	0	2	3
7	1	11	2	85	1581	1	4
7	1	11	3	85	1579	2	4
7	1	12	1	207	0	2	3
7	1	12	2	85	1582	1	4
7	1	12	3	85	1579	3	4
7	1	13	1	171	9	2	0
7	1	13	2	164	18	3	4
7	1	13	3	85	1579	3	4
7	1	13	4	164	20	5	6
7	1	13	5	85	1580	4	4
7	1	13	6	164	98	7	8
7	1	13	7	85	1581	2	4
7	1	13	8	164	79	9	0
7	1	13	9	85	1582	1	4
7	1	14	1	207	0	2	3
7	1	14	2	85	1580	2	4
7	1	14	3	85	1579	1	4
7	1	15	1	171	10	2	0
7	1	15	2	164	31	3	4
7	1	15	3	85	1579	1	4
7	1	15	4	164	70	5	0
7	1	15	5	85	1580	2	4
7	1	16	1	207	0	2	3
7	1	16	2	85	1580	2	4
7	1	16	3	85	1579	1	4
7	1	17	1	171	11	2	0
7	1	17	2	164	34	3	4
7	1	17	3	85	1579	1	4
7	1	17	4	164	70	5	0
7	1	17	5	85	1580	2	4
7	1	18	1	207	0	2	3
7	1	18	2	85	1580	2	4
7	1	18	3	85	1579	1	4
7	1	19	1	171	12	2	0
7	1	19	2	164	35	3	4
7	1	19	3	85	1579	1	4
7	1	19	4	164	60	5	0
7	1	19	5	85	1580	2	4
7	1	20	1	207	0	2	3
7	1	20	2	85	1580	2	4
7	1	20	3	85	1579	1	4
7	1	21	1	207	0	2	3
7	1	21	2	85	1581	1	4
7	1	21	3	85	1579	2	4
7	1	22	1	207	0	2	3
7	1	22	2	85	1582	1	4
7	1	22	3	85	1579	3	4
7	1	23	1	171	13	2	0
7	1	23	2	164	107	3	4
7	1	23	3	85	1579	3	4
7	1	23	4	164	36	5	6
7	1	23	5	85	1580	4	4
7	1	23	6	164	41	7	8
7	1	23	7	85	1581	2	4
7	1	23	8	164	70	9	0
7	1	23	9	85	1582	1	4
7	1	24	1	207	0	2	3
7	1	24	2	85	1580	2	4
7	1	24	3	85	1579	1	4
7	1	25	1	207	0	2	3
7	1	25	2	85	1581	1	4
7	1	25	3	85	1579	2	4
7	1	26	1	171	14	2	0
7	1	26	2	164	45	3	4
7	1	26	3	85	1579	2	4
7	1	26	4	164	60	5	6
7	1	26	5	85	1580	3	4
7	1	26	6	164	99	7	0
7	1	26	7	85	1581	1	4
7	1	27	1	207	0	2	3
7	1	27	2	85	1580	2	4
