7	1	8		F
7	2	8		F
7	3	30		T
7	4	8		F
7	5	8		F
7	6	8		F
7	7	8		F
7	8	8		F
7	9	8		F
7	10	8		F
7	11	8		F
7	12	8		F
7	13	8		F
7	14	8		F
7	15	8		F
7	16	8		F
7	17	8		F
7	18	8		F
7	19	8		F
7	20	8		F
7	21	8		F
7	22	8		F
7	23	8		F
7	25	8		F
7	26	8		F
7	27	8		F
7	28	8		F
7	29	8		F
7	30	8		F
7	31	8		F
7	32	8		F
7	33	8		F
7	34	8		F
7	35	8		F
7	36	8		F
7	37	8		F
7	39	8		F
7	40	8		F
7	41	8		F
7	42	8		F
7	43	8		F
7	44	8		F
7	45	8		F
7	46	8		F
7	47	8		F
7	48	8		F
7	49	8		F
7	50	8		F
7	51	8		F
7	52	8		F
7	53	8		F
7	54	8		F
7	55	8		F
7	56	8		F
7	57	8		F
7	58	8		F
7	60	8		F
7	61	8		F
7	62	8		F
7	63	8		F
7	64	8		F
7	65	8		F
7	66	8		F
7	67	8		F
7	68	8		F
7	69	8		F
7	70	8		F
7	71	8		F
7	72	8		F
7	73	8		F
7	74	8		F
7	76	8		F
7	77	8		F
7	78	8		F
7	79	8		F
7	80	8		F
7	81	8		F
7	82	8		F
7	83	8		F
7	84	8		F
7	86	8		F
7	87	8		F
7	88	8		F
7	89	8		F
7	90	8		F
7	91	8		F
7	92	8		F
7	93	8		F
7	94	8		F
7	95	8		F
7	96	8		F
7	97	8		F
7	98	8		F
7	99	8		F
7	100	8		F
7	101	8		F
7	102	8		F
7	103	8		F
7	104	8		F
7	105	8		F
7	106	8		F
7	107	30		T
7	108	30		T
7	109	8		F
7	110	30		T
7	111	30		F
7	112	1		F
7	113	26		T
