7	3	1	1	2
7	3	2	7	2
7	3	4	10	2
7	3	5	15	2
7	3	6	19	2
7	3	7	31	2
7	3	8	63	2
7	3	10	70	2
7	3	11	75	2
7	3	12	77	2
7	3	13	79	2
7	3	14	84	2
7	3	15	89	2
7	3	16	91	2
7	3	17	93	2
7	3	19	99	2
7	3	20	101	2
7	3	21	105	2
7	3	22	108	2
7	3	23	110	2
7	3	25	114	2
7	3	26	117	2
7	3	27	118	2
7	3	28	120	2
7	3	29	122	2
7	3	30	126	2
7	3	32	129	2
7	3	33	132	2
7	3	35	140	2
7	3	36	163	2
7	3	37	164	2
7	3	39	169	2
7	3	40	171	2
7	3	41	174	2
7	3	42	182	2
7	3	43	184	2
7	3	44	186	2
7	3	46	190	2
7	3	47	192	2
7	3	48	197	2
7	3	49	202	2
7	3	50	206	2
7	3	52	211	2
7	3	54	217	2
7	3	55	219	2
7	3	56	222	2
7	3	57	224	2
7	3	61	244	2
7	3	63	248	2
7	3	64	252	2
7	3	65	254	2
7	3	66	256	2
7	3	67	262	2
7	3	68	266	2
7	3	69	297	2
7	3	70	301	2
7	3	73	309	2
7	3	74	310	2
7	3	76	314	2
7	3	77	315	2
7	3	78	318	2
7	3	79	321	2
7	3	80	323	2
7	3	81	325	2
7	3	82	329	2
7	3	83	335	2
7	3	84	337	2
7	3	86	341	2
7	3	87	343	2
7	3	88	346	2
7	3	89	358	2
7	3	90	363	2
7	3	91	368	2
7	3	93	373	2
7	3	94	375	2
7	3	95	377	2
7	3	96	388	2
7	3	97	392	2
7	3	100	403	2
7	3	101	405	2
7	3	102	407	2
7	3	103	410	2
7	3	105	415	2
7	3	109	470	2
