349	10	11	5043	2	114	5	e0
349	10	11	5048	2	139	1	e0
349	10	11	5053	2	72	5	e0
349	10	11	5055	2	105	5	e0
349	10	11	5458	2	86	5	e0
349	10	11	5459	2	87	5	e0
349	10	11	5460	2	110	5	e0
349	10	11	5484	2	119	5	e0
349	10	11	5523	2	120	5	e0
349	10	11	5524	2	92	5	e0
349	10	11	5525	2	93	5	e0
349	10	11	5526	2	94	5	e0
349	10	11	5527	2	95	5	e0
349	10	11	5528	2	109	5	e0
349	10	11	5529	2	85	5	e0
349	10	11	5530	2	103	5	e0
349	10	11	5585	1361	120	1	e0
349	10	11	5587	1368	120	1	e0
349	10	11	5781	2	106	5	e0
349	10	11	5804	2	61	5	e0
349	10	11	5812	2	42	12	e0
349	10	11	5814	2	66	12	e0
349	10	11	5881	2	29	5	e0
349	10	11	5882	2	31	5	e0
349	10	11	5884	2	33	5	e0
349	10	11	5886	2	35	5	e0
349	10	11	5913	2	62	5	e0
349	10	11	5954	1583	120	1	e0
349	10	11	6201	2	139	5	e0
349	10	11	6255	1361	72	5	e0
349	10	11	6256	2	73	5	e0
349	10	11	6257	1361	73	5	e0
349	10	11	6258	2	74	5	e0
349	10	11	6259	1361	74	5	e0
349	10	11	6260	2	75	5	e0
349	10	11	6261	1361	75	5	e0
349	10	11	6262	2	76	5	e0
349	10	11	6263	1361	76	5	e0
349	10	11	6264	2	77	5	e0
349	10	11	6265	1368	77	5	e0
349	10	11	6266	2	78	5	e0
349	10	11	6267	1368	78	5	e0
349	10	11	6268	2	79	5	e0
349	10	11	6269	1368	79	5	e0
349	10	11	6270	2	80	5	e0
349	10	11	6271	1368	80	5	e0
349	10	11	6272	2	81	5	e0
349	10	11	6273	1368	81	5	e0
349	10	11	6274	2	82	5	e0
349	10	11	6275	1368	82	5	e0
349	10	11	6276	1361	86	5	e0
349	10	11	6277	2	101	5	e0
349	10	11	6278	1361	101	5	e0
349	10	11	6279	2	102	5	e0
349	10	11	6280	1361	102	5	e0
349	10	11	6281	1361	87	5	e0
349	10	11	6282	2	88	5	e0
349	10	11	6283	1361	88	5	e0
349	10	11	6284	2	90	5	e0
349	10	11	6285	1361	90	5	e0
349	10	11	6286	2	91	5	e0
349	10	11	6287	1361	91	5	e0
349	10	11	6288	1361	105	5	e0
349	10	11	6289	1361	106	5	e0
349	10	11	6290	2	107	5	e0
349	10	11	6291	1361	107	5	e0
349	10	11	6292	2	108	5	e0
349	10	11	6293	1361	108	5	e0
349	10	11	6294	1361	110	5	e0
349	10	11	6295	2	111	5	e0
349	10	11	6296	1361	111	5	e0
349	10	11	6297	2	113	5	e0
349	10	11	6298	1361	113	5	e0
349	10	11	6369	2	112	5	e0
349	10	11	6371	2	83	5	e0
349	10	11	6375	2	84	5	e0
349	10	11	6583	1361	112	5	e0
349	10	11	6584	1361	83	5	e0
349	10	11	6585	1361	84	5	e0
349	10	11	6681	1361	139	5	e0
349	10	11	6691	1361	114	5	e0
349	10	11	6704	1361	92	5	e0
349	10	11	6708	1368	93	5	e0
349	10	11	6709	1368	94	5	e0
349	10	11	6710	1368	95	5	e0
349	10	11	6722	2	96	5	e0
349	10	11	6723	1368	96	5	e0
349	10	11	6756	2	97	5	e0
349	10	11	6757	1368	97	5	e0
349	10	11	6758	2	98	5	e0
349	10	11	6759	1368	98	5	e0
349	10	11	6761	2	99	5	e0
349	10	11	6762	1368	99	5	e0
349	10	11	6763	2	100	5	e0
349	10	11	6764	1368	100	5	e0
349	10	11	6768	1368	109	5	e0
349	10	11	6769	1368	85	5	e0
349	10	11	6770	1368	103	5	e0
349	10	11	6773	1368	4033	5	e0
349	10	11	6774	1368	4034	5	e0
349	10	11	6775	1368	4035	5	e0
349	10	11	6776	1368	4036	5	e0
349	10	11	6777	2	37	5	e0
349	10	11	6778	1368	4037	5	e0
349	10	11	6786	2	39	5	e0
349	10	11	6787	1368	4038	5	e0
349	10	11	6788	2	64	5	e0
349	10	11	6789	1368	845	5	e0
349	10	11	6790	2	60	5	e0
349	10	11	6791	1368	844	5	e0
349	10	11	6794	1368	4039	5	e0
349	10	11	6817	1368	4040	5	e0
349	10	11	6819	1368	42	12	e0
349	10	11	6821	1368	1094	12	e0
349	10	11	6823	2	293	5	e0
349	10	11	6824	1368	293	5	e0
349	10	11	6844	2	89	5	e0
349	10	11	6845	1583	88	5	e0
349	10	11	6858	1583	89	5	e0
349	10	11	6861	2929	119	5	e0
349	10	11	6862	2929	120	5	e0
349	10	11	6864	2929	120	1	e0
349	10	12	5035	2	28	5	e0
349	10	12	5037	2	30	5	e0
349	10	12	5039	2	32	5	e0
349	10	12	5041	2	34	5	e0
349	10	12	5043	2	114	5	e0
349	10	12	5048	2	151	1	e0
349	10	12	5049	2	12	5	e0
349	10	12	5051	2	21	5	e0
349	10	12	5053	2	72	5	e0
349	10	12	5055	2	105	5	e0
349	10	12	5061	2	13	5	e0
349	10	12	5261	2	4	5	e0
349	10	12	5435	2	3	5	e0
349	10	12	5456	2	23	5	e0
349	10	12	5458	2	86	5	e0
349	10	12	5459	2	87	5	e0
349	10	12	5460	2	110	5	e0
349	10	12	5481	2	18	5	e0
349	10	12	5482	2	119	5	e0
349	10	12	5484	2	92	5	e0
349	10	12	5781	2	106	5	e0
349	10	12	5921	29	139	1	e0
349	10	12	6193	2	287	5	e0
349	10	12	6195	2	288	5	e0
349	10	12	6197	2	293	5	e0
349	10	12	6201	2	139	5	e0
349	10	12	6203	2	151	5	e0
349	10	12	6221	2	36	5	e0
349	10	12	6223	2	38	5	e0
349	10	12	6256	2	73	5	e0
349	10	12	6258	2	74	5	e0
349	10	12	6260	2	75	5	e0
349	10	12	6262	2	76	5	e0
349	10	12	6264	2	77	5	e0
349	10	12	6266	2	78	5	e0
349	10	12	6268	2	79	5	e0
349	10	12	6270	2	80	5	e0
349	10	12	6272	2	81	5	e0
349	10	12	6274	2	82	5	e0
349	10	12	6279	2	88	5	e0
349	10	12	6290	2	107	5	e0
349	10	12	6295	2	111	5	e0
349	10	12	6297	2	113	5	e0
349	10	12	6303	2	10	5	e0
349	10	12	6305	2	11	5	e0
349	10	12	6332	2	15	5	e0
349	10	12	6354	2	90	5	e0
349	10	12	6356	2	91	5	e0
349	10	12	6369	2	112	5	e0
349	10	12	6371	2	102	5	e0
349	10	12	6373	2	103	5	e0
349	10	12	6375	2	101	5	e0
