349	2	161	14	2
349	2	162	14	2
349	29	161	14	2
349	29	458	15	2
349	29	466	14	2
349	61	161	14	2
349	61	458	15	2
349	61	466	14	2
349	70	161	14	2
349	70	458	15	2
349	70	466	14	2
349	99	161	14	2
349	99	458	15	2
349	99	466	14	2
349	128	483	368	2
349	128	483	369	2
349	128	483	370	2
349	128	483	371	2
349	133	483	368	2
349	133	483	369	2
349	133	483	370	2
349	133	483	371	2
349	135	483	368	2
349	135	483	369	2
349	135	483	370	2
349	135	483	371	2
349	145	161	14	2
349	145	458	15	2
349	145	466	14	2
349	184	161	14	2
349	184	458	15	2
349	184	466	14	2
349	256	161	14	2
349	256	458	15	2
349	358	458	15	2
349	358	466	14	2
349	521	458	15	2
349	521	466	14	2
349	527	2195	15	2
349	527	2196	542	2
349	527	2197	570	2
349	527	2198	15	2
349	527	2199	617	2
349	527	2200	618	2
349	527	2201	617	2
349	527	2202	618	2
349	527	2203	597	2
349	527	2204	567	2
349	527	2205	609	2
349	527	2206	46	2
349	527	2207	601	2
349	527	2208	624	2
349	527	2209	592	2
349	527	2210	277	2
349	527	2211	598	2
349	527	2212	278	2
349	527	2213	604	2
349	527	2214	628	2
349	527	2215	611	2
349	527	2216	277	2
349	527	2217	595	2
349	527	2218	46	2
349	527	2219	593	2
349	527	2220	277	2
349	527	2221	596	2
349	527	2222	278	2
349	527	2223	608	2
349	527	2224	628	2
349	527	2225	616	2
349	527	2226	624	2
349	527	2227	611	2
349	527	2228	631	2
349	527	2229	585	2
349	527	2230	628	2
349	527	2231	542	2
349	527	2232	611	2
349	527	2233	567	2
349	527	2234	417	2
349	527	2235	635	2
349	794	483	368	2
349	794	483	369	2
349	794	483	370	2
349	794	483	371	2
349	796	483	368	2
349	796	483	369	2
349	796	483	370	2
349	796	483	371	2
349	798	483	368	2
349	798	483	369	2
349	798	483	370	2
349	798	483	371	2
349	800	483	368	2
349	800	483	369	2
349	800	483	370	2
349	800	483	371	2
349	802	483	368	2
349	802	483	369	2
349	802	483	370	2
349	802	483	371	2
349	804	483	368	2
349	804	483	369	2
349	804	483	370	2
349	804	483	371	2
349	806	483	368	2
349	806	483	369	2
349	806	483	370	2
349	806	483	371	2
349	808	483	368	2
349	808	483	369	2
349	808	483	370	2
349	808	483	371	2
349	810	483	368	2
349	810	483	369	2
349	810	483	370	2
349	810	483	371	2
349	812	483	368	2
349	812	483	369	2
349	812	483	370	2
349	812	483	371	2
349	814	483	368	2
349	814	483	369	2
349	814	483	370	2
349	814	483	371	2
349	816	483	368	2
349	816	483	369	2
349	816	483	370	2
349	816	483	371	2
