349	1	00193496
349	3	00195271
349	140	00193398
349	250	00193370
349	264	00193392
349	289	00193402
349	294	00193404
349	359	00193851
349	382	00193852
349	406	00193853
349	428	00193854
349	455	00198533
349	476	00205112
349	499	00206328
349	526	00207097
349	531	00208097
349	547	00210192
349	569	00211200
349	590	00212642
349	611	00212643
349	632	00214066
349	655	00217152
349	686	00221243
349	707	00221244
349	735	00225462
349	772	00226105
349	818	00228923
349	821	00228927
349	822	00228928
349	823	00228929
349	824	00228931
349	825	00228932
349	827	00228937
349	828	00228940
349	829	00228943
349	830	00228945
349	831	00228944
349	832	00228924
349	833	00229014
349	854	00229015
349	855	00230023
349	876	00230814
349	877	00231616
349	899	00231617
349	920	00231631
349	921	00231632
349	922	00231648
349	924	00277532
349	945	00277531
349	947	00284370
349	968	00284374
349	970	00286664
349	991	00286785
349	993	00287100
349	1062	00289861
349	1084	00291329
349	1106	00297979
349	1108	00297981
349	1129	00298054
349	1131	00306736
349	1152	00306735
349	1154	00318667
349	1175	00318904
349	1196	00318945
349	1197	00319007
349	1200	00496082
349	1221	00496083
349	1223	00505930
349	1244	00505894
349	1245	00509912
349	1268	00193556
349	1270	00193336
349	1325	00193497
349	1369	00193819
349	1399	00193820
349	1421	00193845
349	1451	00198534
349	1482	00205360
349	1537	00206250
349	1580	00207095
349	1586	00208096
349	1603	00210191
349	1626	00211181
349	1662	00212657
349	1687	00212659
349	1726	00213864
349	1753	00215974
349	1782	00217097
349	1803	00217203
349	1832	00221287
349	1903	00221249
349	1938	00225392
349	2048	00226201
349	2073	00229066
349	2101	00229971
349	2170	00231614
349	2192	00231615
349	2218	00277533
349	2246	00284366
349	2291	00286293
349	2320	00286744
349	2439	00289631
349	2467	00290847
349	2491	00307067
349	2521	00318644
349	2547	00318822
349	2591	00495843
349	2615	00504999
349	2671	00509903
349	2807	00205829
349	2906	00207105
349	2910	00207127
349	2925	00211728
349	2932	00211729
349	2955	00218702
349	2976	00218703
349	2998	00222800
349	3030	00223009
349	3079	00215601
349	3171	00230928
349	3259	00511151
