349	2	12	18	168
349	2	13	19	169
349	2	13	19	170
349	2	13	21	170
349	2	13	22	171
349	2	13	22	172
349	2	13	23	171
349	2	13	23	173
349	2	13	24	171
349	2	13	24	174
349	2	13	25	171
349	2	13	25	175
349	2	13	25	176
349	2	13	26	175
349	2	13	27	175
349	2	13	28	177
349	2	15	16	180
349	2	15	30	170
349	2	15	31	180
349	2	15	32	170
349	2	15	33	180
349	2	15	34	170
349	2	16	35	183
349	2	16	36	184
349	2	16	36	185
349	2	16	36	186
349	2	16	37	187
349	2	16	38	184
349	2	16	38	186
349	2	16	38	188
349	2	16	39	184
349	2	16	39	185
349	2	16	39	186
349	2	16	39	188
349	2	16	39	189
349	2	17	14	177
349	2	17	14	190
349	2	18	40	191
349	2	18	41	192
349	2	19	14	194
349	2	19	14	195
349	2	20	42	194
349	2	20	42	195
349	2	20	43	178
349	2	20	43	181
349	2	20	43	197
349	2	20	44	178
349	2	20	44	198
349	2	20	44	199
349	2	20	44	200
349	2	20	44	201
349	2	21	45	202
349	2	21	46	203
349	2	21	47	170
349	2	22	49	204
349	2	23	51	204
349	2	23	52	205
349	2	23	52	206
349	2	23	52	207
349	2	28	57	214
349	2	28	58	168
349	2	28	58	215
349	2	28	59	168
349	2	28	59	215
349	2	28	59	216
349	2	28	59	217
349	2	28	60	218
349	2	28	60	219
349	2	28	60	220
349	2	28	61	168
349	2	28	61	221
349	2	28	62	205
349	2	28	62	221
349	2	28	63	205
349	2	28	63	221
349	2	28	64	175
349	2	28	64	181
349	2	28	64	205
349	2	28	64	221
349	2	28	64	222
349	2	28	64	223
349	2	28	65	175
349	2	28	65	205
349	2	28	65	224
349	2	28	65	225
349	2	28	66	170
349	2	28	66	175
349	2	28	66	205
349	2	28	66	225
349	2	28	66	226
349	2	28	67	175
349	2	28	67	205
349	2	28	67	221
349	2	28	67	227
349	2	28	67	228
349	2	28	68	168
349	2	28	68	229
349	2	28	68	230
349	2	28	69	168
349	2	28	69	219
349	2	28	69	222
349	2	28	69	230
349	2	28	69	231
349	2	28	69	232
349	2	28	69	233
349	2	28	70	168
349	2	28	70	230
349	2	28	70	231
349	2	28	70	234
349	2	28	71	168
349	2	28	71	235
349	2	28	72	168
349	2	28	72	205
349	2	28	72	236
349	2	28	72	237
349	2	28	73	175
349	2	28	73	205
349	2	28	73	238
349	2	28	73	239
349	2	28	73	240
349	2	28	74	175
349	2	28	74	205
349	2	28	74	241
349	2	28	74	242
349	2	28	75	170
349	2	28	75	175
349	2	28	75	205
349	2	28	75	219
349	2	28	75	243
349	2	28	75	244
349	2	28	76	175
349	2	28	76	205
349	2	28	76	245
349	2	28	77	175
349	2	28	77	205
349	2	28	77	246
349	2	28	78	175
349	2	28	78	205
349	2	28	78	247
349	2	28	79	175
349	2	28	79	205
349	2	28	79	248
349	2	28	79	249
349	2	28	80	205
349	2	28	80	250
349	2	28	80	251
349	2	28	81	175
349	2	28	81	205
349	2	28	81	252
349	2	28	81	253
349	2	28	82	168
349	2	28	82	215
349	2	28	83	170
349	2	28	84	168
349	2	28	84	205
349	2	28	84	215
349	2	28	85	205
349	2	28	85	221
349	2	28	85	254
349	2	28	86	177
349	2	28	86	205
349	2	28	86	221
349	2	28	86	255
349	2	28	86	256
349	2	28	87	168
349	2	28	87	215
349	2	28	87	219
349	2	28	87	232
349	2	28	87	257
349	2	28	87	258
349	2	28	88	168
349	2	28	88	215
349	2	28	88	219
349	2	28	88	259
349	2	28	89	175
349	2	28	89	221
349	2	28	89	260
349	2	28	90	170
349	2	28	91	168
349	2	28	91	175
349	2	28	91	216
349	2	28	91	221
349	2	28	91	261
349	2	28	91	262
349	2	28	92	175
349	2	28	92	205
349	2	28	92	221
349	2	28	93	170
349	2	28	94	219
349	2	28	94	233
349	2	28	94	263
