349	10	1	1	132	0	2	3
349	10	1	2	81	6192	1	1
349	10	1	3	61	5435	2	4
349	10	2	1	132	0	2	3
349	10	2	2	81	6194	1	1
349	10	2	3	61	6193	2	4
349	10	3	1	132	0	2	3
349	10	3	2	81	6196	1	1
349	10	3	3	61	6195	2	4
349	10	4	1	132	0	2	3
349	10	4	2	81	6198	1	1
349	10	4	3	61	6197	2	4
349	10	5	1	132	0	2	3
349	10	5	2	81	6199	1	1
349	10	5	3	61	5261	2	4
349	10	6	1	132	0	2	3
349	10	6	2	81	6200	1	1
349	10	6	3	61	5049	2	4
349	10	7	1	131	0	2	3
349	10	7	2	80	6202	1	1
349	10	7	3	60	6201	2	4
349	10	8	1	132	0	2	3
349	10	8	2	81	6204	1	1
349	10	8	3	61	6203	2	4
349	10	9	1	132	0	2	3
349	10	9	2	81	6205	1	1
349	10	9	3	61	5031	2	4
349	10	10	1	131	0	2	3
349	10	10	2	80	6206	1	1
349	10	10	3	60	5033	2	4
349	10	11	1	131	0	2	3
349	10	11	2	80	6207	1	1
349	10	11	3	60	5862	2	4
349	10	12	1	131	0	2	3
349	10	12	2	80	6208	1	1
349	10	12	3	60	5914	2	4
349	10	13	1	131	0	2	3
349	10	13	2	80	6210	1	1
349	10	13	3	60	6209	2	4
349	10	14	1	131	0	2	3
349	10	14	2	80	6212	1	1
349	10	14	3	60	6211	2	4
349	10	15	1	131	0	2	3
349	10	15	2	80	6214	1	1
349	10	15	3	60	6213	2	4
349	10	16	1	131	0	2	3
349	10	16	2	80	6216	1	1
349	10	16	3	60	6215	2	4
349	10	17	1	132	0	2	3
349	10	17	2	81	6217	1	1
349	10	17	3	61	5035	2	4
349	10	18	1	132	0	2	3
349	10	18	2	81	6218	1	1
349	10	18	3	61	5037	2	4
349	10	19	1	132	0	2	3
349	10	19	2	81	6219	1	1
349	10	19	3	61	5039	2	4
349	10	20	1	132	0	2	3
349	10	20	2	81	6220	1	1
349	10	20	3	61	5041	2	4
349	10	21	1	132	0	2	3
349	10	21	2	81	6222	1	1
349	10	21	3	61	6221	2	4
349	10	22	1	132	0	2	3
349	10	22	2	81	6224	1	1
349	10	22	3	61	6223	2	4
349	10	23	1	131	0	2	3
