349	1	4		F
349	2	30		F
349	3	10		F
349	4	30		F
349	5	30		F
349	6	30		F
349	7	30		F
349	9	1		F
349	10	1		F
349	11	1		F
349	12	30		F
349	13	30		F
349	14	30		F
349	15	10		F
349	16	3		F
349	17	30		F
349	18	30		F
349	19	30		F
349	20	30		F
349	21	30		F
349	22	30		F
349	23	30		F
349	24	30		F
349	25	30		F
349	26	30		F
349	27	30		F
349	28	30		F
349	29	10		F
349	30	30		F
349	31	10		F
349	32	30		F
349	33	10		F
349	34	30		F
349	35	10		F
349	36	30		F
349	37	10		F
349	38	30		F
349	39	10		F
349	40	30		F
349	41	30		F
349	42	30		F
349	43	10		F
349	44	10		F
349	45	10		F
349	46	10		F
349	47	10		F
349	48	10		F
349	49	30		F
349	50	30		F
349	51	30		F
349	52	30		F
349	53	30		F
349	54	30		F
349	55	30		F
349	56	30		F
349	57	30		F
349	58	30		F
349	59	30		F
349	60	30		F
349	61	30		F
349	62	30		F
349	63	30		F
349	64	30		F
349	65	30		F
349	66	30		F
349	67	30		F
349	68	30		F
349	69	5		F
349	136	5		F
349	144	30		F
349	147	30		F
349	148	30		F
349	151	30		F
349	152	30		F
349	153	30		F
349	154	30		F
349	155	30		F
349	156	30		F
349	157	30		F
349	158	30		F
349	159	30		F
349	160	30		F
349	161	3		F
349	162	30		F
349	163	10		F
349	164	10		F
349	165	10		F
349	166	10		F
349	167	30		F
349	168	1		F
349	169	1		F
349	170	1		F
349	171	1		F
349	172	30		F
349	173	30		F
349	174	30		F
349	175	30		F
349	176	30		F
349	177	30		F
349	178	30		F
349	179	30		F
349	180	30		F
349	181	30		F
349	182	30		F
349	183	30		F
349	184	30		F
349	185	30		F
349	186	30		F
349	187	30		F
349	188	30		F
349	189	30		F
349	190	30		F
349	191	30		F
349	192	30		F
349	193	30		F
349	194	30		F
349	195	30		F
349	196	30		F
349	197	30		F
349	198	30		F
349	199	30		F
349	200	30		F
349	201	30		F
349	202	30		F
349	203	30		F
349	204	30		F
349	205	30		F
349	206	30		F
349	207	30		F
349	208	30		F
349	209	30		F
349	210	30		F
349	211	30		F
349	221	30		F
349	222	30		F
349	223	30		F
349	224	30		F
349	225	30		F
349	226	30		F
349	227	30		F
349	228	30		F
349	229	30		F
349	230	30		F
349	231	30		F
349	232	30		F
349	233	30		F
349	234	30		F
349	235	30		F
349	236	30		F
349	237	30		F
349	238	30		F
349	239	30		F
349	240	30		F
349	241	30		F
349	242	30		F
349	243	30		F
349	244	30		F
349	245	30		F
349	246	30		F
349	247	30		F
349	248	30		F
349	249	30		F
349	250	30		F
349	255	30		F
349	256	30		F
349	275	30		F
349	276	30		F
349	277	30		F
