349	2	1
349	4	2
349	29	3
349	61	4
349	70	5
349	99	6
349	126	7
349	128	8
349	130	9
349	133	10
349	135	11
349	141	12
349	145	13
349	184	14
349	186	15
349	251	16
349	256	17
349	259	18
349	261	19
349	263	20
349	265	21
349	276	22
349	279	23
349	286	24
349	290	25
349	295	64
349	358	26
349	521	27
349	527	28
349	529	29
349	736	65
349	770	30
349	771	31
349	794	32
349	796	33
349	798	34
349	800	35
349	802	36
349	804	37
349	806	38
349	808	39
349	810	40
349	812	41
349	814	42
349	816	43
349	1017	44
349	1019	45
349	1021	46
349	1023	47
349	1029	48
349	1031	49
349	1033	50
349	1035	51
349	1039	52
349	1041	53
349	1043	54
349	1045	55
349	1047	56
349	1049	57
349	1051	58
349	1053	59
349	1055	60
349	1057	61
349	1059	62
349	1061	63
349	1269	66
349	1271	155
349	1361	67
349	1362	68
349	1363	69
349	1364	70
349	1365	71
349	1366	72
349	1367	73
349	1368	74
349	1581	75
349	1583	76
349	1985	77
349	1987	78
349	1989	79
349	1991	80
349	1993	81
349	1995	82
349	1997	83
349	1999	84
349	2001	85
349	2003	86
349	2005	87
349	2007	88
349	2009	89
349	2011	90
349	2013	91
349	2015	92
349	2017	93
349	2019	94
349	2021	95
349	2023	96
349	2025	97
349	2027	98
349	2029	99
349	2031	100
349	2033	101
349	2035	102
349	2037	103
349	2039	104
349	2041	105
349	2043	106
349	2045	107
349	2047	108
349	2348	109
349	2350	110
349	2352	111
349	2354	112
349	2356	113
349	2358	114
349	2360	115
349	2362	116
349	2364	117
349	2366	118
349	2368	119
349	2370	120
349	2372	121
349	2374	122
349	2376	123
349	2378	124
349	2380	125
349	2382	126
349	2384	127
349	2386	128
349	2388	129
349	2390	130
349	2392	131
349	2394	132
349	2396	133
349	2398	134
349	2400	135
349	2402	136
349	2404	137
349	2406	138
349	2408	139
349	2410	140
349	2412	141
349	2414	142
349	2416	143
349	2418	144
349	2420	145
349	2422	146
349	2424	147
349	2426	148
349	2428	149
349	2430	150
349	2432	151
349	2434	152
349	2436	153
349	2438	154
349	2808	156
349	2894	157
349	2907	158
349	2909	159
349	2911	160
349	2913	161
349	2926	162
349	2929	163
349	2933	164
349	3080	165
349	3092	166
349	3124	167
349	3172	168
349	3174	169
349	3260	170
349	3290	171
349	3406	172
